Name,Location,Cuisine,Rating,Seating Capacity,Average Meal Price,Marketing Budget,Social Media Followers,Chef Experience Years,Number of Reviews,Avg Review Length,Ambience Score,Service Quality Score,Parking Availability,Weekend Reservations,Weekday Reservations,Revenue
Restaurant 6606,Rural,Japanese,4.9,37,70.43,4117,47824,16,644,211.2097423,8,9.6,No,21,31,609011.35
Restaurant 6607,Rural,Indian,4.4,50,35.04,1404,16828,10,745,70.64171523,2.7,9.7,No,7,2,404640.76
Restaurant 6608,Rural,Japanese,4.7,36,71.44,1052,15289,5,768,202.9075238,3.7,4.3,No,11,5,577254.45
Restaurant 6609,Downtown,Indian,3,85,38.49,5041,51344,11,784,241.9439866,7,9.4,No,81,69,753161.55
Restaurant 6610,Downtown,Indian,3.7,85,34.15,2314,26211,1,137,159.8260866,4.7,6.6,No,64,48,651232.6
Restaurant 6611,Suburban,Italian,4.5,63,46.76,1227,18704,17,102,175.6095525,3.7,8,Yes,60,58,676495.1
Restaurant 6612,Downtown,Japanese,3.2,84,73.8,2284,27027,14,763,148.3318553,6.6,1.8,No,31,56,1388548.75
Restaurant 6613,Suburban,Indian,4.1,69,33.66,4071,46669,7,761,292.2603768,1.8,1.2,No,45,60,530632.51
Restaurant 6614,Rural,Italian,3.9,38,48.16,1067,13539,14,756,169.1560591,8.1,5.6,Yes,1,13,426101.21
Restaurant 6615,Suburban,French,3,65,63.41,2969,30441,1,452,81.55283605,5.7,1.7,No,35,36,918723.01
Restaurant 6616,Suburban,American,3.5,65,45.28,3330,39973,6,565,57.21804571,2.9,9,Yes,45,40,668483.25
Restaurant 6617,Rural,Indian,3.6,34,40.06,1409,14265,7,974,243.1172993,4.7,8.4,Yes,21,29,318614.51
Restaurant 6618,Suburban,Mexican,3.2,52,26.51,2814,32843,11,990,186.9182121,2.2,7.4,Yes,15,27,326652.45
Restaurant 6619,Downtown,Italian,4.3,90,50.53,6762,68179,10,922,50.69262634,6.5,1.3,No,27,41,1028678.29
Restaurant 6620,Downtown,Italian,3.5,82,46.02,5113,50686,3,582,145.6306593,7,5.1,No,47,35,850618.6
Restaurant 6621,Downtown,Indian,3.6,77,40.57,6147,65730,19,871,278.5123175,4.6,1.7,No,35,55,724182.21
Restaurant 6622,Downtown,Italian,4.8,86,47.37,9131,99846,2,293,286.9387315,4.1,9.4,No,79,70,927249.51
Restaurant 6623,Suburban,French,3.9,54,57.17,2790,33043,12,687,63.38981209,8.6,6.5,No,34,18,705826.41
Restaurant 6624,Suburban,Italian,3.8,55,54.78,3411,39710,12,926,80.85560342,6.2,2.4,Yes,32,48,689461.5
Restaurant 6625,Rural,American,4.4,31,45.65,1984,19569,1,762,51.21758626,7,6,Yes,24,13,324585.35
Restaurant 6626,Suburban,American,4.8,63,42.67,1089,12859,14,101,267.1684281,2.1,2.1,No,38,48,610966.06
Restaurant 6627,Suburban,Mexican,3.1,53,26.33,1917,27040,11,292,67.72155646,7.4,2.3,No,11,25,327221.69
Restaurant 6628,Suburban,French,3.9,52,60.34,2863,30536,8,451,76.97503805,5,1.7,Yes,15,19,707276.78
Restaurant 6629,Rural,American,4.2,38,43.98,2113,26170,9,772,106.9056624,4.3,8.8,No,35,13,389684.6
Restaurant 6630,Downtown,Indian,3.6,87,36.3,6529,71035,18,706,279.3123879,9.4,5.9,Yes,57,38,735479.65
Restaurant 6631,Suburban,Japanese,4.5,61,66.46,1435,16373,13,605,222.0585018,1.5,4,No,32,31,911957.27
Restaurant 6632,Rural,Japanese,4.9,38,66.89,2396,28082,4,668,204.2203399,2.8,1,Yes,35,29,573173.64
Restaurant 6633,Rural,Japanese,4.9,47,74.51,4530,48115,16,713,246.1642264,4.4,5.2,Yes,35,27,802977.8
Restaurant 6634,Rural,Indian,3.5,42,35.8,1236,20824,3,162,223.3211244,3.9,5.6,No,27,17,341832.8
Restaurant 6635,Downtown,Italian,3.5,83,52.76,5628,60454,4,951,236.4817052,5.6,4,No,15,29,983506.66
Restaurant 6636,Suburban,Indian,4.9,59,34.1,4132,43176,4,272,68.41410967,4.6,5.4,No,28,37,460723.4
Restaurant 6637,Rural,Italian,3.9,32,50.86,1825,23339,8,716,197.4413241,8.1,1.9,Yes,19,30,377255.47
Restaurant 6638,Downtown,Japanese,3.4,76,75.75,2438,24852,11,480,238.3018218,7.9,9.3,Yes,22,69,1293135.85
Restaurant 6639,Rural,Mexican,4.4,47,28.63,2939,29662,3,223,191.4146551,8,3.3,No,16,5,310277.42
Restaurant 6640,Rural,Mexican,3.6,45,32.42,3348,39577,19,396,52.94871834,4.3,9.5,No,3,2,353354.05
Restaurant 6641,Rural,Italian,3.5,46,46.9,1074,15244,6,396,102.7799724,4.7,5.4,No,22,6,487999
Restaurant 6642,Rural,Japanese,4.8,35,66.34,1568,21917,3,724,290.7249993,7.5,8.7,Yes,21,33,528074.31
Restaurant 6643,Rural,Indian,3.3,41,38.62,2319,28823,4,234,226.1736602,2.1,6.2,No,37,17,362392.11
Restaurant 6644,Downtown,Mexican,3.1,88,34.29,5079,57338,4,445,222.1262252,8.7,8.6,No,26,64,687948.38
Restaurant 6645,Suburban,Italian,3.5,52,52.35,1162,15037,2,334,215.0631105,5.9,1.1,No,29,26,607703.9
Restaurant 6646,Suburban,Indian,4.2,52,31.74,1225,15482,16,362,81.95200005,8.6,2.7,No,21,14,387551.62
Restaurant 6647,Suburban,Japanese,3.2,67,67.65,2396,25420,5,247,51.02069525,8.1,4.2,Yes,21,42,1013399.4
Restaurant 6648,Suburban,French,3.9,60,65.02,2971,35776,15,616,160.1630795,4.4,3.7,No,12,23,883165.8
Restaurant 6649,Downtown,Japanese,4.3,75,68.18,3846,46645,5,982,161.0811012,1.9,9.5,No,62,61,1149007.89
Restaurant 6650,Downtown,Japanese,4.7,88,74.01,3459,41732,12,120,252.9513628,9.3,4.6,Yes,23,83,1460630.88
Restaurant 6651,Downtown,Indian,3.5,74,33.15,4795,50487,19,759,95.39187909,4.1,9.7,Yes,49,39,577280.95
Restaurant 6652,Rural,Indian,4.6,42,40.33,3610,42901,15,614,118.7777908,4.4,6.9,Yes,32,29,402853.52
Restaurant 6653,Rural,American,3.5,34,45.06,2025,19305,6,516,69.56058292,9.2,8.5,No,29,17,357474.27
Restaurant 6654,Rural,American,4.4,32,35.48,3263,37639,1,575,149.9687588,9.3,4.5,Yes,21,4,265357.29
Restaurant 6655,Suburban,Indian,3.9,68,38.47,2430,29842,5,547,113.9974371,3.4,2.7,Yes,6,14,587945.74
Restaurant 6656,Rural,Indian,3.2,46,31.86,965,17319,19,582,115.723961,1.8,1.5,No,8,22,346040.89
Restaurant 6657,Suburban,French,4.4,52,57.37,1527,19898,11,511,113.5132718,1,6.9,Yes,31,42,676774.97
Restaurant 6658,Rural,French,3.4,44,60.06,2215,29689,14,921,107.8796273,4.9,9.7,Yes,34,5,609029.45
Restaurant 6659,Suburban,Japanese,3.4,66,71.34,2551,28490,14,575,129.9482576,6.1,2.1,Yes,21,49,1060643.16
Restaurant 6660,Rural,Mexican,3.7,42,28.58,1719,20263,2,870,184.1725412,3.4,7.9,Yes,25,37,277632.45
Restaurant 6661,Rural,French,4.3,43,61.33,2727,26967,5,164,159.4275693,3.3,4.3,No,31,39,596404.56
Restaurant 6662,Downtown,Japanese,3.5,85,66.88,3390,32621,9,913,65.86174031,4.2,9.9,Yes,36,29,1273910.45
Restaurant 6663,Rural,Italian,3.4,40,45.25,878,9545,17,779,156.4649659,3.4,8.8,No,35,9,424833.25
Restaurant 6664,Rural,American,3,46,41.28,852,8297,19,432,261.5695636,8.7,3.1,Yes,45,29,446366.29
Restaurant 6665,Downtown,Mexican,3.9,74,30.69,3056,33520,15,244,75.17602937,6.8,7.9,Yes,9,0,526736.35
Restaurant 6666,Suburban,Japanese,3.9,70,72.59,1413,16984,2,256,286.0903998,8.5,7.6,Yes,4,28,1128658.28
Restaurant 6667,Downtown,Indian,3.5,84,37.15,2868,32908,9,902,127.1475927,8.7,7.9,Yes,74,14,711732
Restaurant 6668,Downtown,Italian,3.1,87,54.87,2486,23734,11,911,53.63390735,4.9,1.7,No,60,16,1070645.93
Restaurant 6669,Suburban,American,3.9,65,40.05,3863,37869,6,481,113.2888948,5.3,8.3,Yes,11,7,592282.6
Restaurant 6670,Rural,Italian,4.6,43,45.09,1087,10476,15,554,67.41490514,9.8,3.4,No,19,39,452090.05
Restaurant 6671,Suburban,Japanese,4.4,63,71.94,1096,11656,4,511,191.5953365,8.4,6.3,Yes,9,9,1008449.9
Restaurant 6672,Rural,French,4.7,42,62.43,3909,39077,15,160,129.0812819,8.2,2,Yes,25,14,604903.26
Restaurant 6673,Rural,American,3,30,40.74,989,8782,18,489,251.7191535,6.3,6,No,11,9,295527.2
Restaurant 6674,Suburban,Italian,4.9,55,52.58,3525,42140,7,728,233.156272,5.2,9.2,No,41,27,659952.04
Restaurant 6675,Downtown,French,3.7,80,58.56,1894,26548,16,662,167.1491149,9.1,2.6,Yes,7,76,1058174.08
Restaurant 6676,Suburban,Mexican,5,60,26.64,3119,35469,3,218,190.1504027,8.2,8.7,Yes,51,30,370545.39
Restaurant 6677,Rural,Japanese,3.5,45,72.31,1238,12733,12,481,202.1924002,5.7,4.9,Yes,19,13,735684.62
Restaurant 6678,Suburban,Japanese,3.9,52,67.7,1213,11599,7,717,117.6761718,3.4,3.9,No,9,28,787955.95
Restaurant 6679,Suburban,American,3.7,66,40.02,3228,35698,9,307,84.8440933,2.3,1.5,Yes,46,13,598951.16
Restaurant 6680,Rural,Italian,3.7,43,50.41,1112,18654,10,839,144.129704,6,5.8,Yes,29,19,497309.35
Restaurant 6681,Downtown,Mexican,4.7,71,30.25,2469,28062,1,504,73.71438653,3.7,2.8,Yes,7,40,482143.6
Restaurant 6682,Suburban,Indian,4.5,58,36.58,3337,39861,12,797,128.7158439,3.4,9.5,No,22,34,493730.19
Restaurant 6683,Rural,American,5,37,35.32,4384,50613,18,689,188.1505402,2,3.1,No,16,4,317939.01
Restaurant 6684,Rural,Indian,4.2,40,40.89,4141,43161,1,401,185.028131,1.3,6.3,No,3,14,372863.08
Restaurant 6685,Suburban,American,3.9,56,42.88,3792,36929,18,172,80.15334361,8.1,6,No,0,55,561167.17
Restaurant 6686,Downtown,Italian,3.2,71,49.68,3430,36150,7,750,52.084775,2,4,Yes,36,0,792715.3
Restaurant 6687,Suburban,Mexican,5,53,27.1,2753,30749,17,897,72.23589049,9,8.7,No,51,6,349405.35
Restaurant 6688,Downtown,Italian,4.1,83,45.88,7094,70771,13,341,59.03751049,2.9,2.6,Yes,7,11,865398.15
Restaurant 6689,Downtown,Japanese,4.4,82,72.39,6327,68363,10,386,150.1172224,7.8,8.4,No,32,20,1335524.55
Restaurant 6690,Downtown,Indian,3.8,82,33.49,4755,55109,14,866,147.4375465,8.4,2.9,No,34,75,636333.78
Restaurant 6691,Downtown,French,4.1,82,57.52,6481,69466,1,820,110.4038413,8.1,1.4,Yes,24,35,1056922.64
Restaurant 6692,Suburban,Japanese,4.9,54,69.18,3111,38114,6,328,103.8611149,8.9,9.5,No,28,32,844701.68
Restaurant 6693,Rural,Japanese,3.3,41,71.52,2988,37729,4,918,149.1049791,4.1,6.7,No,39,3,662786.37
Restaurant 6694,Rural,Indian,3.6,35,37.39,1948,25343,19,280,71.64339456,9.9,6.7,No,27,8,319952.15
Restaurant 6695,Rural,American,3.3,43,42.1,1684,16211,15,717,103.5772812,3.5,3.4,Yes,34,38,422707.45
Restaurant 6696,Rural,Japanese,4.6,37,74.5,2141,28983,19,158,151.4229762,9.4,2.3,Yes,2,6,634096.15
Restaurant 6697,Rural,Mexican,3.1,37,27.41,2193,27475,12,922,73.70747856,4.9,7.4,No,1,17,247253.86
Restaurant 6698,Rural,Japanese,3.2,36,72,2103,24301,14,889,260.2034182,1.5,5.7,No,15,22,594059.55
Restaurant 6699,Suburban,Mexican,3.6,66,26.11,2321,29180,3,594,219.0046245,8.1,3.9,No,56,19,394480.69
Restaurant 6700,Downtown,Italian,4,90,51.03,3406,35306,4,175,145.7798122,8.1,3.9,Yes,6,30,1024862.68
Restaurant 6701,Rural,American,3.8,40,41.42,2294,23660,3,629,87.59957731,2.8,9,No,22,24,379526.52
Restaurant 6702,Suburban,Mexican,3.1,59,27.38,2877,32882,12,806,98.54682797,8.4,9,No,57,35,384567.54
Restaurant 6703,Rural,Japanese,4.9,42,69.31,3338,41595,9,376,80.02239619,2.4,3.5,Yes,30,2,659520.05
Restaurant 6704,Rural,American,4.9,39,44.1,2168,27923,19,316,90.02095682,2.4,8.1,No,17,19,407775.85
Restaurant 6705,Downtown,American,3.6,90,36.63,4018,38854,16,537,155.6285347,8.3,3,No,83,24,756590.41
Restaurant 6706,Downtown,Mexican,4.5,83,29.78,8751,88998,1,697,111.4161663,3.6,8.3,Yes,7,50,568928.92
Restaurant 6707,Downtown,Mexican,4.2,78,35.26,3356,41108,14,325,271.1446192,1.7,2.1,Yes,12,20,627079.04
Restaurant 6708,Rural,French,3.5,36,60.55,1143,17217,13,111,290.2321825,9.6,7.8,No,29,34,505688.2
Restaurant 6709,Rural,French,3.5,36,62.98,2104,22623,12,220,222.8412609,6,6,No,19,34,522599.41
Restaurant 6710,Rural,American,4,47,44.1,3914,41958,5,664,252.1902774,5,2.1,No,9,29,473444
Restaurant 6711,Downtown,Indian,3.8,85,32.24,5436,56851,3,141,113.7798839,5.5,6.5,Yes,27,15,621780.23
Restaurant 6712,Suburban,Indian,3.6,57,32.4,1080,14639,2,124,216.2559935,7,2.7,No,18,22,415195.15
Restaurant 6713,Rural,French,4.6,45,63.34,3090,38774,11,675,64.49966323,8.8,2.7,No,1,10,649586.14
Restaurant 6714,Rural,Japanese,4,48,73.29,2050,22565,2,170,290.0540213,7.1,5,No,44,11,787048.68
Restaurant 6715,Rural,Italian,4.3,44,45.66,1870,25954,16,775,217.5517413,7.7,9.7,No,26,34,473072.06
Restaurant 6716,Suburban,American,3.4,64,38.55,1767,18303,8,533,129.2127929,2.6,9,Yes,44,4,560598.85
Restaurant 6717,Rural,Italian,4.1,35,49.38,3764,46716,3,759,243.2603897,4.5,8.4,Yes,12,21,399077.04
Restaurant 6718,Suburban,French,3.6,58,64.12,2274,23430,4,312,53.9498623,6.3,8.7,No,11,16,832889.98
Restaurant 6719,Rural,Mexican,4.1,44,29.64,3865,43378,4,187,144.0590588,6.6,5.5,No,31,20,305513.08
Restaurant 6720,Suburban,American,4.6,56,45.19,2745,31218,8,217,273.9144407,3.4,4.4,Yes,16,26,574120.54
Restaurant 6721,Rural,French,4.5,37,65.96,3783,41342,6,565,115.7998908,9.8,9,Yes,20,12,560856.2
Restaurant 6722,Downtown,Japanese,3.7,87,73.59,1864,19217,14,250,216.978578,2.1,1.7,No,32,45,1427933.55
Restaurant 6723,Downtown,American,4.4,90,42.33,3447,41056,15,151,140.0259206,2,10,Yes,87,58,868987.45
Restaurant 6724,Downtown,American,4.9,85,39.31,3261,38818,17,68,148.0910839,3.1,6,No,54,78,765462.97
Restaurant 6725,Downtown,Indian,4.3,84,30.74,7909,80704,5,415,236.4842625,7.8,5.9,Yes,79,17,597022.78
Restaurant 6726,Rural,Mexican,3.3,32,31.3,2572,33675,1,530,277.5514995,1.3,3.6,Yes,2,10,229777.75
Restaurant 6727,Downtown,American,4.4,70,38.98,6989,74537,12,471,91.67963074,9.9,2.5,No,54,54,635125.59
Restaurant 6728,Suburban,Mexican,3.2,62,28.86,1236,14552,19,583,119.2230272,9.9,7.1,Yes,17,10,423887.9
Restaurant 6729,Downtown,French,4.7,81,62.56,8947,92084,12,408,171.9462957,2.4,4.3,No,9,70,1148884.78
Restaurant 6730,Downtown,Japanese,4,78,70.1,2833,36863,11,690,203.4540165,4.6,3.7,Yes,31,31,1224417.05
Restaurant 6731,Downtown,Japanese,3.8,71,73.27,7341,76144,9,930,166.9467782,2.8,2.5,No,31,15,1170974.35
Restaurant 6732,Rural,American,3.1,38,39.38,872,9521,19,998,251.3821737,4.7,5.8,Yes,12,25,357207.47
Restaurant 6733,Downtown,American,3.8,77,36.66,2684,29684,4,198,242.0237212,5.8,6.3,Yes,8,39,635876.8
Restaurant 6734,Suburban,French,4.8,54,60.07,1558,15413,13,546,151.3107305,8.4,5,Yes,11,40,737351.04
Restaurant 6735,Downtown,Indian,3,82,40.46,5563,55775,10,440,60.15296817,1.3,1.1,Yes,5,53,752140.61
Restaurant 6736,Downtown,Indian,3.9,71,38.82,3717,42529,1,799,98.6240947,9.9,5.4,No,57,33,625055.93
Restaurant 6737,Downtown,Indian,4.9,79,32.26,6514,72527,10,56,171.7381623,9.5,3.4,No,43,17,590025.21
Restaurant 6738,Suburban,Mexican,3.8,55,29.3,2909,37361,18,382,281.8784392,6.1,2.2,Yes,7,19,382825.85
Restaurant 6739,Downtown,Indian,3.9,76,40.21,5004,54613,13,72,191.8923717,5.3,6.2,No,57,75,703693.61
Restaurant 6740,Suburban,Japanese,4.2,52,66.36,1738,16984,7,139,182.5987266,6,7,No,8,20,774799.96
Restaurant 6741,Suburban,Mexican,3.9,63,27.79,3363,37241,8,579,230.9925108,1.2,5.7,No,59,39,405656.6
Restaurant 6742,Downtown,French,3.3,85,57.88,6228,62504,17,934,88.07373704,7.6,6.5,Yes,3,8,1116458.08
Restaurant 6743,Suburban,Japanese,3,55,71.28,1000,15621,1,632,86.72961703,5.5,6.5,Yes,20,46,873817.13
Restaurant 6744,Rural,Japanese,4.2,37,69.52,1367,13751,16,115,136.3487936,3.6,2.1,No,7,10,586320.45
Restaurant 6745,Downtown,Italian,4.8,70,45.88,4904,54863,4,102,298.7131579,5.2,2.9,No,55,10,724675.75
Restaurant 6746,Downtown,French,3.2,89,61.92,3377,34872,17,452,268.9854581,3.6,1.1,Yes,34,27,1237722.94
Restaurant 6747,Suburban,French,3.4,64,56.09,1893,27119,13,753,220.0284751,7.3,9.8,No,20,16,815428.13
Restaurant 6748,Suburban,Italian,3.7,66,51.67,1857,18515,10,191,147.7887307,6.5,2.9,No,25,23,768111.59
Restaurant 6749,Downtown,Mexican,4.6,87,30.58,2882,37051,9,74,188.6684888,4.5,8.3,Yes,49,20,606474.31
Restaurant 6750,Rural,Indian,3.5,32,35.43,1756,21427,14,811,125.8885295,3.8,8,Yes,31,10,274973.42
Restaurant 6751,Suburban,Indian,4.8,55,30.74,4213,42045,17,82,218.576753,8.9,7.3,No,5,41,405363.09
Restaurant 6752,Suburban,Indian,3.1,66,37.03,1772,20320,3,737,154.7114154,7.1,5,No,4,34,550836.76
Restaurant 6753,Rural,Indian,4.9,42,34.74,2563,35000,1,600,80.05397356,7.4,6.3,No,25,36,336302.16
Restaurant 6754,Rural,Indian,4.1,46,34.52,2561,25006,1,427,103.7719885,6.6,2.7,No,26,10,360593
Restaurant 6755,Downtown,Italian,4.3,90,51.56,5034,57332,2,417,202.1731978,1.7,2,No,55,31,1035783.36
Restaurant 6756,Rural,French,3.7,45,61.67,1191,13558,16,261,223.6411757,1.5,4.2,No,17,38,632986.1
Restaurant 6757,Downtown,Mexican,4.6,86,25.17,7008,77807,9,925,74.00541616,4.9,8.4,Yes,59,25,508068.41
Restaurant 6758,Rural,Japanese,3.3,30,66.38,975,10655,14,182,252.0852443,9.4,6.1,Yes,4,17,461619.83
Restaurant 6759,Suburban,Indian,3.1,65,32.6,2765,32227,1,674,256.0868465,5.7,7.9,Yes,20,19,480239.25
Restaurant 6760,Downtown,Italian,3.8,75,52.46,5079,57511,3,198,230.7704786,8.9,9,Yes,52,33,888954.65
Restaurant 6761,Downtown,Mexican,4.7,77,31.34,5513,55924,18,876,220.8971336,1.9,6,Yes,52,53,566544.82
Restaurant 6762,Downtown,Mexican,4.5,70,33.33,6019,64791,1,425,107.9671465,7.5,4.3,Yes,32,64,534166.63
Restaurant 6763,Rural,Mexican,4,31,33.15,2729,27364,11,126,279.9054906,3.2,8.7,Yes,7,14,248415.2
Restaurant 6764,Suburban,Italian,4.1,64,54.39,1073,9845,5,575,117.1433888,5.7,3.1,Yes,1,13,775743.45
Restaurant 6765,Downtown,Japanese,3.3,74,69.14,6092,60747,11,615,95.62615983,3.6,1.2,No,45,42,1153303.37
Restaurant 6766,Downtown,Indian,4.7,89,33.8,5980,67742,6,814,209.6335092,7.4,1.5,Yes,54,26,685934.9
Restaurant 6767,Downtown,Mexican,4.6,84,34.14,7522,78019,7,734,141.0260737,4.6,6.2,No,52,66,661119.91
Restaurant 6768,Downtown,Italian,4.3,90,47.61,3296,42055,13,547,283.2570212,5.2,9,No,67,1,969871.33
Restaurant 6769,Suburban,French,3.9,59,60.07,2408,30780,16,995,165.0624021,3.2,6.1,No,49,11,807559.67
Restaurant 6770,Rural,Italian,4.9,34,47.14,1651,18402,3,730,90.92963576,3.5,4.7,Yes,19,33,365412.32
Restaurant 6771,Suburban,Italian,4.8,52,55.05,3175,34503,15,141,289.3821618,2.6,6.2,No,21,28,655776.5
Restaurant 6772,Downtown,Italian,4.3,75,49.49,7636,82131,8,432,178.8584784,6,7,Yes,52,48,848746.8
Restaurant 6773,Suburban,Mexican,3.7,70,27.34,3556,40082,16,690,179.6397312,2.3,7.8,No,34,14,450202.62
Restaurant 6774,Downtown,Italian,4.2,84,52.61,7064,70771,17,557,146.4506722,3.4,4.1,No,44,0,1006126.95
Restaurant 6775,Rural,French,4.2,47,57.69,2520,26415,13,179,258.9984438,5.8,4.5,No,4,36,619719.52
Restaurant 6776,Rural,Mexican,3.8,43,35.38,1266,17904,3,121,121.9109052,3.5,1.2,Yes,3,38,343010.24
Restaurant 6777,Rural,French,3.6,39,59.04,3490,40918,3,816,53.42742697,6.3,6.8,No,14,9,524081.46
Restaurant 6778,Downtown,American,3.8,73,42.31,2800,33205,13,702,174.3194817,1.1,8,No,68,20,704947.5
Restaurant 6779,Suburban,Italian,4.1,60,48.8,3523,36468,17,452,281.4717279,9.8,5.6,Yes,48,34,677945.5
Restaurant 6780,Rural,Indian,3.9,49,38.88,1877,21959,14,560,118.3166716,7.6,4.4,Yes,44,33,445248.49
Restaurant 6781,Downtown,Indian,3.5,76,39.87,5332,55220,5,868,116.5763592,5.5,4,No,71,74,691622.43
Restaurant 6782,Downtown,Mexican,4.5,84,33.67,7904,87819,12,175,234.5249699,9.3,6.8,Yes,46,47,659171.58
Restaurant 6783,Suburban,Indian,4.1,58,39.33,3342,40937,16,812,243.8833335,8.8,4,No,25,53,533721.25
Restaurant 6784,Rural,Mexican,3.1,44,26.12,1252,19256,6,554,158.8891344,4.3,6.4,Yes,11,3,267356.8
Restaurant 6785,Downtown,Italian,3.7,81,55.16,1809,18692,9,563,258.4108178,2,9.3,Yes,37,73,1003974.94
Restaurant 6786,Suburban,Japanese,4.8,67,71.87,1236,15763,16,528,92.983271,3.3,4,Yes,38,9,1081274.55
Restaurant 6787,Rural,Japanese,4.5,35,74.56,4435,53524,4,59,141.7563433,2.9,1.6,Yes,24,30,591225.34
Restaurant 6788,Suburban,French,3.6,67,62.53,1498,19032,6,502,151.0694788,7.8,8.9,Yes,44,10,939431.91
Restaurant 6789,Suburban,Italian,4.9,67,47.22,4060,48936,19,520,128.1989733,5.9,3.5,Yes,49,3,728591.3
Restaurant 6790,Downtown,Indian,3.2,75,36.71,4983,52078,1,423,104.4343873,8.7,9.9,No,34,74,628150.83
Restaurant 6791,Downtown,Italian,4.9,84,46,6751,68214,8,847,134.5373822,5.4,8.6,No,60,4,879391.2
Restaurant 6792,Downtown,American,3.5,88,42.65,4026,46803,6,785,54.50079588,7.9,4.8,No,4,21,845316.2
Restaurant 6793,Suburban,Japanese,3,54,69.5,1538,22503,3,114,225.8375087,3.9,6.7,No,12,38,837342.15
Restaurant 6794,Downtown,Indian,3.9,73,31.67,7214,72800,14,158,220.9898086,6.4,3.5,No,44,40,542695.57
Restaurant 6795,Suburban,Japanese,3.7,66,75.77,1313,18135,2,349,162.5545281,6.8,1.8,No,37,10,1108615.02
Restaurant 6796,Suburban,Italian,4.1,70,54.91,3845,45548,16,91,130.728896,7.8,5.7,No,29,57,877469.46
Restaurant 6797,Downtown,Indian,4.6,79,39.83,5862,66436,13,308,158.523384,8.2,4.8,No,12,10,722205.89
Restaurant 6798,Rural,French,4.7,41,63.68,2819,32285,16,672,284.130204,3.5,9.7,No,14,7,602906.75
Restaurant 6799,Rural,Italian,3.8,34,52.61,1491,19054,11,463,200.8912122,4.5,6.4,No,18,33,414982.37
Restaurant 6800,Rural,French,3.9,36,62.21,3849,45655,11,982,232.839329,2.9,7.7,Yes,31,27,520392.07
Restaurant 6801,Suburban,Indian,3.3,61,31.17,1680,22981,16,77,107.3791863,7.7,2.2,No,34,1,442264.03
Restaurant 6802,Suburban,Japanese,3.1,51,74.91,2880,34882,10,612,73.68949308,3.4,7.5,Yes,19,50,864576.68
Restaurant 6803,Suburban,American,4.3,69,44.69,1492,21676,17,420,70.79623368,4.5,1.5,No,47,41,703405.11
Restaurant 6804,Downtown,Mexican,3.1,86,33.23,3228,34567,12,262,168.0047134,8.2,6.5,Yes,80,77,657515.28
Restaurant 6805,Suburban,Japanese,4.5,62,75.2,3405,34960,5,686,229.1715845,4.1,8.5,Yes,29,4,1043074.7
Restaurant 6806,Downtown,French,4.1,74,61.08,1733,20042,12,830,243.5300956,3.6,5.3,Yes,3,34,1013834.04
Restaurant 6807,Downtown,Italian,3.4,74,49.92,1884,24579,3,601,230.1024517,6.9,2.9,No,7,8,822909.27
Restaurant 6808,Rural,Indian,4.1,49,40.65,2627,30150,19,203,278.1906219,9.8,5,Yes,8,6,469038.25
Restaurant 6809,Rural,Japanese,3.4,41,70.11,1645,19317,10,921,63.00061147,1.6,8.6,No,21,35,653819.2
Restaurant 6810,Rural,American,3.9,41,42.05,1569,19945,16,207,263.8348721,8.5,7.4,Yes,11,34,407173.95
Restaurant 6811,Downtown,Indian,4.6,76,34.1,8644,95297,19,969,215.1691489,2.1,6.4,No,18,13,611536.35
Restaurant 6812,Downtown,French,3.9,75,62,4433,47225,11,343,93.880028,4.1,7.2,Yes,63,73,1053128.75
Restaurant 6813,Downtown,Indian,3.3,79,37.92,5543,60598,16,410,220.5951837,4.8,8.5,Yes,3,73,693750.24
Restaurant 6814,Suburban,Indian,4.4,68,36.87,3740,45602,10,415,177.93989,7.5,2.4,Yes,1,31,573917.98
Restaurant 6815,Downtown,Italian,3.4,85,50.66,6769,73735,15,502,139.7603116,9.3,8.6,Yes,63,23,986186.91
Restaurant 6816,Rural,Mexican,4.5,31,28.3,2027,23985,3,833,111.9895398,1.9,8.3,No,27,6,207068.35
Restaurant 6817,Rural,French,4,33,62.08,3550,36338,10,671,166.0385968,7.7,5.3,Yes,6,19,475188.06
Restaurant 6818,Downtown,Italian,3.9,78,54.99,3980,44348,12,283,109.7831613,3.9,4.6,No,2,33,966267.23
Restaurant 6819,Downtown,Mexican,4.7,74,25.08,5831,64694,9,872,70.71177099,9.1,9.4,No,71,38,441155.4
Restaurant 6820,Rural,Italian,4.4,30,46.47,1127,17614,19,226,261.5300146,3.5,8.4,Yes,8,7,333978.15
Restaurant 6821,Downtown,Mexican,3.1,80,26.32,2894,34335,1,688,198.2092455,7.2,9.9,No,20,14,479005.03
Restaurant 6822,Rural,Mexican,3.6,48,35.16,2475,26923,13,641,140.9174146,2.5,6.8,No,20,13,394752.85
Restaurant 6823,Suburban,Mexican,4.7,52,32.29,4335,50664,7,101,161.6699952,9.6,1.3,Yes,31,39,391666.52
Restaurant 6824,Rural,Italian,3,30,55.47,2146,25159,7,866,266.2068419,1,2.4,Yes,27,14,381621.12
Restaurant 6825,Suburban,Indian,4.1,53,36.41,1990,27185,6,497,129.9608764,3.1,8.4,Yes,0,11,440099.63
Restaurant 6826,Downtown,Mexican,4.5,78,30.08,4717,53822,12,865,145.0432619,7.1,6.8,No,65,17,546739.72
